Distance in bp(Fragment Length Estimate: 189)(Peak Width Estimate: 189)	Same Strand (+ for Watson strand, - for Crick)	Opposite Strand
1209	119734.0	121168.0
1210	119414.0	120660.0
1211	119643.0	121305.0
1212	119289.0	120603.0
1213	119318.0	121066.0
1214	119827.0	120706.0
1215	119711.0	120636.0
1216	119265.0	120768.0
1217	119222.0	121836.0
1218	120066.0	121203.0
1219	119786.0	120844.0
1220	120179.0	120935.0
1221	119672.0	121074.0
1222	118986.0	121050.0
1223	119797.0	120614.0
1224	119444.0	121383.0
1225	119685.0	121103.0
1226	119643.0	120504.0
1227	119518.0	120805.0
1228	119719.0	121163.0
1229	119163.0	120680.0
1230	119616.0	120929.0
1231	120020.0	120839.0
1232	119626.0	120738.0
1233	119693.0	121023.0
1234	120104.0	120942.0
1235	119146.0	120576.0
1236	120207.0	120784.0
1237	119926.0	120752.0
1238	118961.0	121070.0
1239	119631.0	120962.0
1240	119750.0	121249.0
1241	119735.0	120638.0
1242	119053.0	120587.0
1243	118549.0	120211.0
1244	119639.0	120998.0
1245	119513.0	120238.0
1246	119356.0	120896.0
1247	119236.0	120822.0
1248	119840.0	120411.0
1249	118956.0	120593.0
1250	119443.0	120466.0
1251	119119.0	120853.0
1252	119431.0	121022.0
1253	119264.0	120339.0
1254	119599.0	120690.0
1255	119808.0	120114.0
1256	118867.0	120296.0
1257	119331.0	120892.0
1258	119497.0	120473.0
1259	118772.0	120868.0
1260	119327.0	121124.0
1261	119698.0	121428.0
1262	119647.0	120471.0
1263	119651.0	120217.0
1264	119154.0	120551.0
1265	119720.0	120965.0
1266	119322.0	120592.0
1267	118455.0	121389.0
1268	119353.0	120413.0
1269	119296.0	120044.0
1270	119329.0	121043.0
1271	119670.0	120365.0
1272	119483.0	120967.0
1273	118849.0	121046.0
1274	119002.0	120762.0
1275	119800.0	120834.0
1276	119020.0	120731.0
1277	118775.0	121196.0
1278	119070.0	120944.0
1279	118886.0	120272.0
1280	118709.0	120676.0
1281	119579.0	120232.0
1282	118980.0	119937.0
1283	119113.0	120283.0
1284	118970.0	120346.0
1285	119212.0	120275.0
1286	119001.0	120458.0
1287	119114.0	120240.0
1288	119207.0	119748.0
1289	119564.0	120414.0
1290	119345.0	120461.0
1291	119190.0	120600.0
1292	119578.0	120401.0
1293	119190.0	119756.0
1294	119076.0	119879.0
1295	118853.0	120200.0
1296	118733.0	120648.0
1297	119472.0	120745.0
1298	119565.0	120318.0
1299	118741.0	119775.0
1300	119387.0	120673.0
1301	119250.0	120066.0
1302	118904.0	119948.0
1303	118742.0	120404.0
1304	119158.0	119982.0
1305	118984.0	120143.0
1306	118934.0	120637.0
1307	118602.0	119522.0
1308	119286.0	120309.0
1309	119139.0	119670.0
1310	119144.0	119819.0
1311	119251.0	119929.0
1312	119490.0	120098.0
1313	119382.0	120280.0
1314	118788.0	120248.0
1315	119486.0	120094.0
1316	118776.0	119693.0
1317	119583.0	120772.0
1318	119013.0	120954.0
1319	119127.0	120286.0
1320	119246.0	119717.0
1321	118694.0	120158.0
1322	119032.0	120280.0
1323	118806.0	120387.0
1324	118801.0	119715.0
1325	118798.0	120113.0
1326	118588.0	120295.0
1327	118150.0	120088.0
1328	117474.0	120618.0
1329	118261.0	119838.0
1330	119053.0	120140.0
1331	118253.0	119817.0
1332	118546.0	119440.0
1333	118673.0	120398.0
1334	118228.0	120005.0
1335	118343.0	119554.0
1336	118493.0	119975.0
1337	118654.0	119856.0
1338	119021.0	119895.0
1339	118774.0	119805.0
1340	118511.0	119663.0
1341	118390.0	120283.0
1342	118247.0	119330.0
1343	118905.0	120340.0
1344	118619.0	119806.0
1345	118960.0	120047.0
1346	118808.0	120272.0
1347	118414.0	120166.0
1348	118517.0	119331.0
1349	118289.0	120125.0
1350	118815.0	119942.0
1351	118606.0	119116.0
1352	118800.0	119642.0
1353	118430.0	120353.0
1354	118867.0	120241.0
1355	118846.0	120342.0
1356	117936.0	119631.0
1357	118835.0	119682.0
1358	118414.0	119891.0
1359	118686.0	119617.0
1360	118024.0	120022.0
1361	118433.0	119196.0
1362	118569.0	119629.0
1363	118835.0	119915.0
1364	118523.0	119373.0
1365	118374.0	119477.0
1366	118889.0	119252.0
1367	118155.0	118885.0
1368	118554.0	119659.0
1369	118908.0	119653.0
1370	118755.0	119618.0
1371	118428.0	119690.0
1372	118419.0	119474.0
1373	118204.0	119768.0
1374	118636.0	120069.0
1375	118720.0	119364.0
1376	118287.0	119765.0
1377	118474.0	120321.0
1378	118342.0	119787.0
1379	118657.0	119269.0
1380	119246.0	119306.0
1381	117691.0	119090.0
1382	118078.0	119468.0
1383	118879.0	118948.0
1384	117849.0	119584.0
1385	118214.0	119639.0
1386	118219.0	118794.0
1387	118308.0	119688.0
1388	118492.0	119418.0
1389	118155.0	119662.0
1390	118238.0	119563.0
1391	118337.0	119250.0
1392	118665.0	119058.0
1393	118998.0	119383.0
1394	118812.0	119514.0
1395	118470.0	119029.0
1396	118780.0	119375.0
1397	118280.0	119825.0
1398	118414.0	118781.0
1399	118268.0	119273.0
1400	118310.0	118952.0
1401	117965.0	119701.0
1402	118595.0	119072.0
1403	117668.0	119517.0
1404	118385.0	119488.0
1405	118357.0	119469.0
1406	118524.0	119742.0
1407	118752.0	119527.0
1408	117975.0	119022.0
1409	118134.0	119193.0
1410	118454.0	118820.0
1411	117922.0	119104.0
1412	118463.0	119292.0
1413	117535.0	119062.0
1414	117724.0	119614.0
1415	118155.0	119316.0
1416	118539.0	119259.0
1417	118554.0	119594.0
1418	118738.0	119350.0
1419	118121.0	119511.0
1420	118298.0	119312.0
1421	118270.0	119448.0
1422	118152.0	119224.0
1423	118139.0	118684.0
1424	117984.0	119715.0
1425	118241.0	118780.0
1426	117746.0	119753.0
1427	118343.0	119750.0
1428	117532.0	119388.0
1429	117526.0	118985.0
1430	118652.0	119858.0
1431	117776.0	118825.0
1432	117745.0	119319.0
1433	117525.0	119328.0
1434	117630.0	119202.0
1435	118162.0	119438.0
1436	118185.0	119056.0
1437	117566.0	119309.0
1438	117654.0	119304.0
1439	117728.0	118353.0
1440	118299.0	119112.0
1441	117206.0	118973.0
1442	117670.0	118901.0
1443	117219.0	119231.0
1444	118732.0	119035.0
1445	117626.0	119155.0
1446	118008.0	118805.0
1447	117771.0	119254.0
1448	118487.0	118513.0
1449	117174.0	119268.0
1450	117515.0	119820.0
1451	117387.0	118722.0
1452	118131.0	119661.0
1453	117771.0	118815.0
1454	118020.0	118983.0
1455	117264.0	119248.0
1456	117754.0	118641.0
1457	117578.0	118667.0
1458	117694.0	119309.0
1459	117606.0	119005.0
1460	117491.0	118780.0
1461	117675.0	118830.0
1462	117066.0	118626.0
1463	118286.0	118610.0
1464	117582.0	118957.0
1465	117883.0	118806.0
1466	117970.0	119573.0
1467	117522.0	118709.0
1468	118218.0	118187.0
1469	117474.0	119090.0
1470	117530.0	118891.0
1471	118208.0	118148.0
1472	118299.0	118862.0
1473	118283.0	119403.0
1474	118312.0	119092.0
1475	118123.0	119037.0
1476	117888.0	118834.0
1477	118311.0	118231.0
1478	117890.0	118876.0
1479	118183.0	118175.0
1480	117845.0	118495.0
1481	117890.0	117985.0
1482	117888.0	118695.0
1483	117115.0	118906.0
1484	117590.0	118344.0
1485	117531.0	118600.0
1486	117455.0	118966.0
1487	118189.0	118460.0
1488	117837.0	119075.0
1489	117586.0	118454.0
1490	117590.0	118940.0
1491	117620.0	118641.0
1492	117431.0	118742.0
1493	117594.0	119014.0
1494	117562.0	118305.0
1495	117482.0	118706.0
1496	117596.0	118116.0
1497	117934.0	119284.0
1498	117739.0	118719.0
1499	117551.0	118470.0
1500	117838.0	118691.0
1501	117923.0	118720.0
1502	117291.0	118395.0
1503	117561.0	118850.0
1504	117241.0	118342.0
1505	117632.0	118283.0
1506	117385.0	118148.0
1507	116979.0	118294.0
1508	117656.0	118040.0
1509	117452.0	117819.0
1510	117536.0	119091.0
1511	117584.0	118624.0
1512	117661.0	118618.0
1513	117789.0	118531.0
1514	117222.0	118387.0
1515	117071.0	117758.0
1516	117122.0	119120.0
1517	117621.0	118432.0
1518	117561.0	119154.0
1519	117357.0	118949.0
1520	118350.0	118318.0
1521	117137.0	119043.0
1522	117648.0	118597.0
1523	117583.0	118104.0
1524	118151.0	119198.0
1525	116823.0	118239.0
1526	117399.0	118272.0
1527	117442.0	118523.0
1528	117253.0	118364.0
1529	117468.0	118522.0
1530	117190.0	118484.0
1531	117890.0	118898.0
1532	117681.0	118576.0
1533	117654.0	118908.0
1534	117368.0	118542.0
1535	117693.0	118611.0
1536	117160.0	118925.0
1537	117457.0	119058.0
1538	117750.0	117824.0
1539	117903.0	117997.0
1540	116937.0	118167.0
1541	117388.0	118383.0
1542	116871.0	118727.0
1543	117186.0	117995.0
1544	117273.0	117667.0
1545	117154.0	118049.0
1546	117408.0	118534.0
1547	116695.0	118357.0
1548	117621.0	118720.0
1549	117287.0	117859.0
1550	117370.0	118268.0
1551	117413.0	118262.0
1552	116882.0	118376.0
1553	116803.0	117793.0
1554	117253.0	117506.0
1555	117854.0	118102.0
1556	116806.0	118142.0
1557	116108.0	118702.0
1558	116449.0	118527.0
1559	117342.0	118403.0
1560	116821.0	118364.0
1561	116883.0	118286.0
1562	117831.0	118021.0
1563	117149.0	118419.0
1564	117197.0	118060.0
1565	117433.0	117973.0
1566	117495.0	118669.0
1567	117043.0	118216.0
1568	117045.0	118455.0
1569	117595.0	118105.0
1570	117727.0	118378.0
1571	117305.0	117357.0
1572	116670.0	118287.0
1573	117614.0	118242.0
1574	117118.0	118153.0
1575	117208.0	118827.0
1576	117146.0	118394.0
1577	117467.0	117872.0
1578	116975.0	117811.0
1579	117302.0	117208.0
1580	117780.0	117843.0
1581	117597.0	118501.0
1582	116722.0	118395.0
1583	116955.0	117994.0
1584	117098.0	118267.0
1585	117008.0	117638.0
1586	117080.0	118634.0
1587	117618.0	118577.0
1588	117078.0	118007.0
1589	117337.0	117538.0
1590	117610.0	118728.0
1591	116422.0	118038.0
1592	117444.0	117930.0
1593	117544.0	117866.0
1594	117402.0	117816.0
1595	117165.0	117978.0
1596	116991.0	118155.0
1597	116696.0	117626.0
1598	117145.0	117750.0
1599	117662.0	118284.0
1600	116735.0	117634.0
1601	116060.0	118553.0
1602	117118.0	117668.0
1603	116107.0	117566.0
1604	117468.0	117743.0
1605	116754.0	118135.0
1606	117065.0	117773.0
1607	116513.0	118143.0
1608	116649.0	117941.0
1609	117056.0	117729.0
1610	116900.0	117948.0
1611	116602.0	117440.0
1612	116496.0	118492.0
1613	117291.0	117797.0
1614	117270.0	117640.0
1615	116907.0	118014.0
1616	117025.0	118307.0
1617	116520.0	118388.0
1618	116815.0	118230.0
1619	117048.0	117744.0
1620	116899.0	118283.0
1621	116979.0	118176.0
1622	116617.0	118135.0
1623	116967.0	117578.0
1624	116345.0	118075.0
1625	116323.0	118118.0
1626	117281.0	117744.0
1627	117042.0	117973.0
1628	116516.0	117529.0
1629	116754.0	117463.0
1630	116959.0	117736.0
1631	116383.0	118148.0
1632	116860.0	117029.0
1633	117137.0	117508.0
1634	117069.0	118058.0
1635	117267.0	117739.0
1636	116155.0	117808.0
1637	116605.0	117744.0
1638	117253.0	117909.0
1639	116888.0	117763.0
1640	116529.0	118311.0
1641	116416.0	117736.0
1642	117162.0	117971.0
1643	116294.0	118228.0
1644	117082.0	117347.0
1645	116794.0	117765.0
1646	116734.0	118133.0
1647	116939.0	117977.0
1648	116723.0	117849.0
1649	116416.0	117531.0
1650	115805.0	117544.0
1651	117067.0	117328.0
1652	116158.0	118055.0
1653	116650.0	117510.0
1654	116084.0	117694.0
1655	116341.0	117921.0
1656	116524.0	117762.0
1657	116791.0	118029.0
1658	116642.0	116892.0
1659	116717.0	116845.0
1660	115768.0	117691.0
1661	116258.0	117298.0
1662	116294.0	118549.0
1663	116550.0	117425.0
1664	116985.0	117672.0
1665	116778.0	117599.0
1666	116292.0	117720.0
1667	116465.0	117356.0
1668	116373.0	117291.0
1669	116329.0	117168.0
1670	116079.0	116990.0
1671	116234.0	117183.0
1672	116408.0	117717.0
1673	116859.0	118056.0
1674	116162.0	117411.0
1675	116017.0	117277.0
1676	116206.0	117522.0
1677	116120.0	117371.0
1678	116530.0	117702.0
1679	116554.0	117362.0
1680	116180.0	117725.0
1681	115908.0	117642.0
1682	116370.0	117109.0
1683	116700.0	117248.0
1684	116591.0	116551.0
1685	116490.0	117617.0
1686	116150.0	117435.0
1687	116560.0	117245.0
1688	116064.0	117520.0
1689	117053.0	117671.0
1690	116473.0	116960.0
1691	116950.0	117159.0
1692	116026.0	117343.0
1693	116368.0	117197.0
1694	116194.0	116606.0
1695	116301.0	117189.0
1696	116509.0	117243.0
1697	116163.0	116763.0
1698	116328.0	118081.0
1699	115158.0	117037.0
1700	115891.0	117139.0
1701	115997.0	117199.0
1702	115786.0	117151.0
1703	116234.0	116933.0
1704	116398.0	117164.0
1705	116190.0	116884.0
1706	116743.0	116706.0
1707	116640.0	117745.0
1708	115991.0	117259.0
1709	115882.0	117400.0
1710	116401.0	117019.0
1711	116327.0	117644.0
1712	116011.0	117129.0
1713	116124.0	117468.0
1714	115858.0	116882.0
1715	115679.0	116971.0
1716	115979.0	117112.0
1717	115789.0	117934.0
1718	115771.0	117204.0
1719	116646.0	117096.0
1720	116133.0	116730.0
1721	116314.0	117007.0
1722	116587.0	117216.0
1723	116326.0	117078.0
1724	115775.0	116460.0
1725	116278.0	117586.0
1726	115542.0	116748.0
1727	116087.0	117087.0
1728	116187.0	116937.0
1729	116030.0	116916.0
1730	116293.0	117445.0
1731	116138.0	117114.0
1732	115933.0	117157.0
1733	115815.0	116676.0
1734	115827.0	116882.0
1735	115472.0	116720.0
1736	116204.0	117309.0
1737	115219.0	117048.0
1738	116465.0	117604.0
1739	115915.0	116580.0
1740	116199.0	116285.0
1741	116418.0	116890.0
1742	116294.0	117544.0
1743	115276.0	116190.0
1744	115605.0	116496.0
1745	116231.0	116536.0
1746	116956.0	117463.0
1747	116148.0	117428.0
1748	116043.0	117321.0
1749	116194.0	117548.0
1750	116067.0	117342.0
1751	115878.0	117202.0
1752	115768.0	117560.0
1753	115980.0	116669.0
1754	115918.0	117483.0
1755	115563.0	117088.0
1756	116036.0	117239.0
1757	116312.0	116464.0
1758	116297.0	116735.0
1759	115851.0	117314.0
1760	115691.0	117057.0
1761	115496.0	117173.0
1762	116081.0	117563.0
1763	115985.0	117271.0
1764	115843.0	116872.0
1765	115728.0	117322.0
1766	115624.0	117626.0
1767	116074.0	116744.0
1768	116497.0	116789.0
1769	115878.0	117127.0
1770	115959.0	116860.0
1771	116399.0	117213.0
1772	115866.0	117008.0
1773	116091.0	117163.0
1774	115570.0	116873.0
1775	116255.0	117227.0
1776	115886.0	116496.0
1777	116047.0	116474.0
1778	115773.0	116928.0
1779	116388.0	117103.0
1780	115807.0	116796.0
1781	115729.0	116765.0
1782	115996.0	116509.0
1783	116003.0	117033.0
1784	115659.0	116850.0
1785	116163.0	117223.0
1786	116264.0	117895.0
1787	115759.0	116065.0
1788	115961.0	116706.0
1789	115730.0	116795.0
1790	115696.0	115966.0
1791	115334.0	116917.0
1792	115282.0	116816.0
1793	114768.0	116649.0
1794	115453.0	116991.0
1795	115912.0	116424.0
1796	115880.0	117061.0
1797	115686.0	116729.0
1798	115585.0	116646.0
1799	115565.0	116465.0
1800	116369.0	116972.0
1801	115658.0	116784.0
1802	116040.0	116610.0
1803	115825.0	116115.0
1804	116105.0	116958.0
1805	115560.0	116883.0
1806	116054.0	116797.0
1807	115427.0	116683.0
1808	115973.0	116733.0
1809	115425.0	116958.0
1810	115449.0	116180.0
1811	115816.0	116706.0
1812	115977.0	116688.0
1813	115036.0	116349.0
1814	116094.0	116671.0
1815	116085.0	116170.0
1816	115362.0	116823.0
1817	115555.0	116714.0
1818	115401.0	116852.0
1819	115828.0	116584.0
1820	116230.0	116523.0
1821	115869.0	116762.0
1822	115906.0	116595.0
1823	115440.0	116479.0
1824	115220.0	116302.0
1825	115498.0	116967.0
1826	115208.0	116682.0
1827	115534.0	116365.0
1828	115564.0	116360.0
1829	115479.0	116337.0
1830	115555.0	116976.0
1831	114813.0	116791.0
1832	115192.0	116324.0
1833	114705.0	116178.0
1834	115125.0	116877.0
1835	115530.0	116260.0
1836	115481.0	116653.0
1837	116386.0	115901.0
1838	114993.0	116465.0
1839	115891.0	116280.0
1840	115967.0	116363.0
1841	115054.0	116297.0
1842	115544.0	116080.0
1843	115819.0	116722.0
1844	115475.0	116327.0
1845	115577.0	116408.0
1846	115458.0	116187.0
1847	115614.0	116167.0
1848	115399.0	116355.0
1849	114891.0	115760.0
1850	115093.0	116590.0
1851	115300.0	116495.0
1852	115474.0	116328.0
1853	115280.0	116287.0
1854	115755.0	116115.0
1855	115455.0	116744.0
1856	115321.0	116253.0
1857	115171.0	116465.0
1858	115021.0	116035.0
1859	115777.0	116248.0
1860	115220.0	116495.0
1861	115664.0	116157.0
1862	115756.0	116018.0
1863	114722.0	116491.0
1864	115929.0	115974.0
1865	115132.0	115902.0
1866	116256.0	116308.0
1867	115260.0	116316.0
1868	114692.0	116723.0
1869	115005.0	115805.0
1870	115002.0	116639.0
1871	115317.0	115441.0
1872	114612.0	116254.0
1873	115246.0	116149.0
1874	114843.0	116337.0
1875	114868.0	116300.0
1876	115738.0	116626.0
1877	115512.0	116413.0
1878	115499.0	116593.0
1879	114906.0	116051.0
1880	115468.0	116626.0
1881	114184.0	115884.0
1882	115302.0	115935.0
1883	115153.0	116483.0
1884	115347.0	116182.0
1885	115145.0	116077.0
1886	115363.0	116542.0
1887	115678.0	116178.0
1888	115176.0	115100.0
1889	115701.0	115857.0
1890	115502.0	116339.0
1891	115322.0	116035.0
1892	114725.0	115633.0
1893	115103.0	115208.0
1894	115348.0	115954.0
1895	114822.0	115863.0
1896	115224.0	115465.0
1897	114877.0	116018.0
1898	114422.0	116274.0
1899	115075.0	116422.0
1900	114520.0	116198.0
1901	115432.0	115623.0
1902	115001.0	116025.0
1903	115689.0	115788.0
1904	115112.0	115751.0
1905	115608.0	116463.0
1906	114997.0	115882.0
1907	114540.0	115867.0
1908	114744.0	115394.0
1909	115626.0	116096.0
1910	115383.0	116057.0
1911	115521.0	116273.0
1912	114432.0	116362.0
1913	114625.0	116824.0
1914	115081.0	115435.0
1915	115289.0	116207.0
1916	114796.0	116108.0
1917	115134.0	115709.0
1918	114531.0	115899.0
1919	114192.0	115914.0
1920	114854.0	115741.0
1921	114979.0	115715.0
1922	115571.0	115820.0
1923	114705.0	115482.0
1924	114513.0	115449.0
1925	115167.0	116084.0
1926	115508.0	115346.0
1927	115435.0	115798.0
1928	115219.0	115744.0
1929	115693.0	115784.0
1930	115632.0	115589.0
1931	114863.0	115793.0
1932	114873.0	115758.0
1933	114564.0	116346.0
1934	115394.0	115650.0
1935	114998.0	115905.0
1936	115096.0	115954.0
1937	115378.0	115527.0
1938	114684.0	115732.0
1939	114850.0	115316.0
1940	114440.0	116125.0
1941	114879.0	116018.0
1942	114965.0	116464.0
1943	114975.0	115986.0
1944	114767.0	115305.0
1945	114898.0	115900.0
1946	114962.0	115990.0
1947	115026.0	115745.0
1948	114864.0	116262.0
1949	115478.0	115564.0
1950	114354.0	115564.0
1951	114651.0	115484.0
1952	114927.0	115369.0
1953	114528.0	115722.0
1954	114948.0	116175.0
1955	114962.0	115288.0
1956	114350.0	115455.0
1957	114958.0	115552.0
1958	114728.0	115337.0
1959	114818.0	115602.0
1960	114301.0	115646.0
1961	114732.0	115978.0
1962	115153.0	115777.0
1963	114882.0	115682.0
1964	114421.0	115149.0
1965	115024.0	115389.0
1966	114802.0	115811.0
1967	114277.0	115199.0
1968	114737.0	115246.0
1969	115167.0	116178.0
1970	114377.0	115575.0
1971	115168.0	115819.0
1972	114953.0	114909.0
1973	114818.0	115937.0
1974	114893.0	116263.0
1975	115057.0	114933.0
1976	115067.0	115594.0
1977	114851.0	115065.0
1978	114341.0	116028.0
1979	115006.0	115615.0
1980	114657.0	115678.0
1981	114344.0	114843.0
1982	114758.0	115618.0
1983	115314.0	115600.0
1984	114469.0	115771.0
1985	114639.0	114956.0
1986	114496.0	115328.0
1987	114442.0	115622.0
1988	114575.0	115558.0
1989	115362.0	116121.0
1990	115028.0	116023.0
1991	114696.0	115322.0
1992	114779.0	116135.0
1993	114879.0	115420.0
1994	114737.0	115424.0
1995	114611.0	115214.0
1996	114807.0	114658.0
1997	114900.0	115096.0
1998	114601.0	115476.0
1999	114549.0	115330.0
